90;0
90;0,0409348
90;0,0824101
90;0,1191428
90;0,1598231
90;0,2006611
90;0,2375436
90;0,2785572
90;0,3195921
90;0,3564608
90;0,3979922
90;0,4384559
90;0,4752595
90;0,5162854
90;0,5570505
88,89;0,5936674
86,17;0,6352147
83,37;0,6764078
80,57;0,712884
77,77;0,7536294
74,97;0,7905246
72,17;0,8315566
69,37;0,8724807
66,57;0,9094539
63,77;0,9504699
60,97;0,9912921
58,17;1,02787
55,46;1,068992
52,99;1,110082
50,51;1,147126
47,82;1,188133
45,09;1,228673
42,35;1,265761
39,59;1,306674
37,27;1,34774
36,33;1,385372
37,27;1,425514
39,59;1,466598
42,39;1,503075
45,19;1,544441
47,99;1,585156
50,79;1,622055
53,59;1,663047
56,39;1,703875
59,19;1,740675
61,99;1,781739
63,49;1,818551
62,23;1,860186
59,46;1,900677
56,66;1,937317
53,86;1,978179
51,06;2,019068
48,26;2,056566
45,46;2,096766
42,66;2,138013
39,86;2,175076
37,06;2,216114
34,37;2,2567
32,44;2,293922
31,95;2,334857
33,5;2,375857
36,3;2,4125
39,1;2,453352
41,9;2,494411
44,7;2,53151
47,5;2,57229
50,3;2,613219
53,1;2,650166
55,9;2,691203
58,7;2,732184
59,01;2,769265
56,52;2,809512
53,72;2,851192
51,03;2,887648
48,51;2,928739
46,06;2,965351
43,57;3,006496
40,94;3,047255
38,18;3,084141
35,38;3,125077
32,6;3,166131
30,29;3,203605
29,4;3,243993
30,85;3,284664
33,65;3,321848
36,45;3,36282
39,25;3,403846
42,05;3,440696
44,85;3,481652
47,65;3,522208
50,45;3,559402
53,25;3,600362
56,05;3,641662
58,85;3,678011
61,65;3,719251
64,45;3,76007
66,64;3,796909
66,63;3,83791
64,71;3,878747
62,38;3,91616
59,98;3,956856
57,51;3,993526
55,01;4,034567
52,57;4,075108
49,94;4,112852
47,14;4,153544
44,34;4,194092
41,54;4,231171
38,74;4,272088
36,32;4,313017
35,33;4,350173
36,19;4,390935
38,42;4,432022
41,22;4,468513
44,02;4,509425
46,82;4,550541
49,62;4,587496
52,42;4,628342
55,22;4,66954
58,02;4,705916
59,73;4,747186
60,04;4,788116
59,17;4,824833
56,89;4,865887
54,13;4,907004
51,49;4,94389
48,97;4,984588
46,4;5,025543
43,7;5,062536
40,92;5,103395
38,16;5,140632
35,89;5,18133
35,02;5,222179
36,46;5,259009
39,26;5,300355
42,06;5,341015
44,86;5,378208
47,66;5,419051
50,46;5,459977
53,26;5,496802
56,06;5,537665
58,86;5,578638
59,45;5,615194
57,23;5,656349
54,43;5,69751
51,65;5,734341
48,95;5,775375
46,32;5,816081
43,69;5,853067
41;5,893963
38,28;5,934936
35,69;5,972006
33,49;6,013089
32,51;6,053666
33,59;6,090473
36,08;6,131516
38,88;6,172759
41,68;6,209429
44,48;6,250295
47,28;6,287317
50,08;6,328387
52,88;6,369042
55,68;6,405811
58,48;6,447067
60,32;6,487899
59,84;6,524708
57,69;6,565805
55,07;6,606714
52,28;6,644137
49,48;6,68458
46,68;6,725303
43,88;6,762074
41,21;6,803308
38,87;6,844481
37,35;6,881133
37,03;6,922001
38,56;6,96292
41,36;6,999721
44,16;7,040544
46,96;7,081806
49,76;7,118709
52,56;7,159406
55,36;7,200382
58,16;7,237157
60,96;7,278265
61,86;7,315371
60,24;7,35677
57,95;7,397084
55,64;7,433896
53,23;7,474888
50,59;7,515729
47,83;7,553252
45,04;7,593751
42,24;7,63488
39,44;7,671428
36,81;7,712681
35,23;7,753431
35,46;7,790758
37,45;7,831432
40,25;7,872327
42,13;7,909107
42,66;7,949725
42;7,991321
39,99;8,027898
37,33;8,068901
34,56;8,110047
31,76;8,147021
28,96;8,187591
26,16;8,228405
23,38;8,265695
20,99;8,306544
19,67;8,347185
19,67;8,384293
21,38;8,425183
24,18;8,46209
26,98;8,503345
29,78;8,544057
32,58;8,580911
35,38;8,621908
38,18;8,66294
40,98;8,699945
43,78;8,740463
46,58;8,781219
49,38;8,818512
51,02;8,859418
50,61;8,900071
49,04;8,937176
47,17;8,977927
45,36;9,018997
43,94;9,055929
42,99;9,096641
42,2;9,137686
41,4;9,17501
40,98;9,215506
41,42;9,256535
43,25;9,293597
46,05;9,334406
48,85;9,375605
51,65;9,412774
54,45;9,453777
57,25;9,49409
60,05;9,531199
62,85;9,572268
65,65;9,608795
67,69;9,65018
67,15;9,690793
64,65;9,727453
62,01;9,768547
59,75;9,809653
57,91;9,846544
56,31;9,887279
54,76;9,928179
